xi;vi;v2i;vi-v2i;E;hi;c1;c2
0.648203;6.35134;6.35134;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.648281;6.34932;6.34932;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.648359;6.34728;6.34728;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.648437;6.34523;6.34523;-1.77636e-15;1.89478e-15;7.8125e-05;114;107
0.648516;6.34316;6.34316;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.648594;6.34109;6.34109;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.648672;6.339;6.339;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.64875;6.3369;6.3369;-1.77636e-15;1.89478e-15;7.8125e-05;114;107
0.648828;6.33479;6.33479;-8.88178e-16;9.4739e-16;7.8125e-05;114;107
0.648906;6.33266;6.33266;0;0;7.8125e-05;114;108
0.648984;6.33053;6.33053;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649062;6.32838;6.32838;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649141;6.32622;6.32622;-1.77636e-15;1.89478e-15;7.8125e-05;115;108
0.649219;6.32405;6.32405;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649297;6.32186;6.32186;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649375;6.31966;6.31966;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649453;6.31746;6.31746;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649531;6.31524;6.31524;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649609;6.313;6.313;-8.88178e-16;9.4739e-16;7.8125e-05;115;108
0.649687;6.31076;6.31076;-1.77636e-15;1.89478e-15;7.8125e-05;115;108
0.649766;6.3085;6.3085;0;0;7.8125e-05;115;109
0.649844;6.30624;6.30624;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.649922;6.30396;6.30396;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.65;6.30167;6.30167;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650078;6.29937;6.29937;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650156;6.29705;6.29705;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650234;6.29473;6.29473;-1.77636e-15;1.89478e-15;7.8125e-05;116;109
0.650312;6.29239;6.29239;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650391;6.29005;6.29005;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650469;6.28769;6.28769;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650547;6.28532;6.28532;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650625;6.28294;6.28294;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650703;6.28055;6.28055;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650781;6.27815;6.27815;-8.88178e-16;9.4739e-16;7.8125e-05;116;109
0.650859;6.27573;6.27573;0;0;7.8125e-05;116;110
0.650937;6.27331;6.27331;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651016;6.27087;6.27087;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651094;6.26843;6.26843;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651172;6.26597;6.26597;-1.77636e-15;1.89478e-15;7.8125e-05;117;110
0.65125;6.2635;6.2635;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651328;6.26103;6.26103;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651406;6.25854;6.25854;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651484;6.25604;6.25604;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651562;6.25353;6.25353;-1.77636e-15;1.89478e-15;7.8125e-05;117;110
0.651641;6.25101;6.25101;-8.88178e-16;9.4739e-16;7.8125e-05;117;110
0.651719;6.24848;6.24848;0;0;7.8125e-05;117;111
0.651797;6.24594;6.24594;-8.88178e-16;9.4739e-16;7.8125e-05;118;111
0.651875;6.24338;6.24338;-8.88178e-16;9.4739e-16;7.8125e-05;118;111
0.651953;6.24082;6.24082;-8.88178e-16;9.4739e-16;7.8125e-05;118;111
0.652031;6.23825;6.23825;-8.88178e-16;9.4739e-16;7.8125e-05;118;111
0.652109;6.23567;6.23567;-1.77636e-15;1.89478e-15;7.8125e-05;118;111
0.652187;6.23308;6.23308;-8.88178e-16;9.4739e-16;7.8125e-05;118;111
0.652266;6.23047;6.23047;0;0;7.8125e-05;118;112
0.652344;6.22786;6.22786;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.652422;6.22524;6.22524;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.6525;6.22261;6.22261;-1.77636e-15;1.89478e-15;7.8125e-05;119;112
0.652578;6.21997;6.21997;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.652656;6.21731;6.21731;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.652734;6.21465;6.21465;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.652812;6.21198;6.21198;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.652891;6.2093;6.2093;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.652969;6.20661;6.20661;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.653047;6.20391;6.20391;-8.88178e-16;9.4739e-16;7.8125e-05;119;112
0.653125;6.2012;6.2012;0;0;7.8125e-05;119;113
0.653203;6.19848;6.19848;-8.88178e-16;9.4739e-16;7.8125e-05;120;113
0.653281;6.19575;6.19575;-8.88178e-16;9.4739e-16;7.8125e-05;120;113
0.653359;6.19301;6.19301;-8.88178e-16;9.4739e-16;7.8125e-05;120;113
0.653437;6.19027;6.19027;-8.88178e-16;9.4739e-16;7.8125e-05;120;113
0.653516;6.18751;6.18751;-1.77636e-15;1.89478e-15;7.8125e-05;120;113
0.653594;6.18475;6.18475;-8.88178e-16;9.4739e-16;7.8125e-05;120;113
0.653672;6.18197;6.18197;0;0;7.8125e-05;120;114
0.65375;6.17919;6.17919;-8.88178e-16;9.4739e-16;7.8125e-05;121;114
0.653828;6.17639;6.17639;-8.88178e-16;9.4739e-16;7.8125e-05;121;114
0.653906;6.17359;6.17359;-8.88178e-16;9.4739e-16;7.8125e-05;121;114
0.653984;6.17078;6.17078;-8.88178e-16;9.4739e-16;7.8125e-05;121;114
0.654062;6.16796;6.16796;-8.88178e-16;9.4739e-16;7.8125e-05;121;114
0.654141;6.16513;6.16513;-8.88178e-16;9.4739e-16;7.8125e-05;121;114
0.654219;6.1623;6.1623;0;0;7.8125e-05;121;115
0.654297;6.15945;6.15945;-8.88178e-16;9.4739e-16;7.8125e-05;122;115
0.654375;6.15659;6.15659;0;0;7.8125e-05;122;116
0.654453;6.15373;6.15373;-8.88178e-16;9.4739e-16;7.8125e-05;123;116
0.654531;6.15086;6.15086;-1.77636e-15;1.89478e-15;7.8125e-05;123;116
0.654609;6.14798;6.14798;-8.88178e-16;9.4739e-16;7.8125e-05;123;116
0.654687;6.14509;6.14509;0;0;7.8125e-05;123;117
0.654766;6.14219;6.14219;-8.88178e-16;9.4739e-16;7.8125e-05;124;117
0.654844;6.13929;6.13929;-8.88178e-16;9.4739e-16;7.8125e-05;124;117
0.654922;6.13637;6.13637;-8.88178e-16;9.4739e-16;7.8125e-05;124;117
0.655;6.13345;6.13345;-8.88178e-16;9.4739e-16;7.8125e-05;124;117
0.655078;6.13052;6.13052;-8.88178e-16;9.4739e-16;7.8125e-05;124;117
0.655156;6.12758;6.12758;0;0;7.8125e-05;124;118
0.655234;6.12463;6.12463;-8.88178e-16;9.4739e-16;7.8125e-05;125;118
0.655312;6.12168;6.12168;0;0;7.8125e-05;125;119
0.655391;6.11872;6.11872;-8.88178e-16;9.4739e-16;7.8125e-05;126;119
0.655469;6.11575;6.11575;-8.88178e-16;9.4739e-16;7.8125e-05;126;119
0.655547;6.11277;6.11277;-8.88178e-16;9.4739e-16;7.8125e-05;126;119
0.655625;6.10978;6.10978;-8.88178e-16;9.4739e-16;7.8125e-05;126;119
0.655703;6.10678;6.10678;0;0;7.8125e-05;126;120
0.655781;6.10378;6.10378;0;0;7.8125e-05;127;121
0.655859;6.10077;6.10077;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.655937;6.09775;6.09775;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656016;6.09473;6.09473;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656094;6.0917;6.0917;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656172;6.08866;6.08866;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.65625;6.08561;6.08561;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656328;6.08255;6.08255;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656406;6.07949;6.07949;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656484;6.07642;6.07642;-8.88178e-16;9.4739e-16;7.8125e-05;128;121
0.656562;6.07334;6.07334;0;0;7.8125e-05;128;122
0.656641;6.07026;6.07026;0;0;7.8125e-05;129;123
0.656719;6.06716;6.06716;-8.88178e-16;9.4739e-16;7.8125e-05;130;123
0.656797;6.06407;6.06407;-8.88178e-16;9.4739e-16;7.8125e-05;130;123
0.656875;6.06096;6.06096;0;0;7.8125e-05;130;124
0.656953;6.05785;6.05785;-8.88178e-16;9.4739e-16;7.8125e-05;131;124
0.657031;6.05473;6.05473;-8.88178e-16;9.4739e-16;7.8125e-05;131;124
0.657109;6.0516;6.0516;0;0;7.8125e-05;131;125
0.657187;6.04847;6.04847;0;0;7.8125e-05;132;126
0.657266;6.04532;6.04532;-8.88178e-16;9.4739e-16;7.8125e-05;133;126
0.657344;6.04218;6.04218;-8.88178e-16;9.4739e-16;7.8125e-05;133;126
0.657422;6.03902;6.03902;-8.88178e-16;9.4739e-16;7.8125e-05;133;126
0.6575;6.03586;6.03586;0;0;7.8125e-05;133;127
0.657578;6.03269;6.03269;-8.88178e-16;9.4739e-16;7.8125e-05;134;127
0.657656;6.02952;6.02952;-8.88178e-16;9.4739e-16;7.8125e-05;134;127
0.657734;6.02634;6.02634;0;0;7.8125e-05;134;128
0.657812;6.02315;6.02315;-8.88178e-16;9.4739e-16;7.8125e-05;135;128
0.657891;6.01996;6.01996;0;0;7.8125e-05;135;129
0.657969;6.01676;6.01676;-8.88178e-16;9.4739e-16;7.8125e-05;136;129
0.658047;6.01355;6.01355;-8.88178e-16;9.4739e-16;7.8125e-05;136;129
0.658125;6.01034;6.01034;-8.88178e-16;9.4739e-16;7.8125e-05;136;129
0.658203;6.00712;6.00712;0;0;7.8125e-05;136;130
0.658281;6.0039;6.0039;0;0;7.8125e-05;137;131
0.658359;6.00066;6.00066;-8.88178e-16;9.4739e-16;7.8125e-05;138;131
0.658437;5.99743;5.99743;0;0;7.8125e-05;138;132
0.658516;5.99418;5.99418;0;0;7.8125e-05;139;133
0.658594;5.99093;5.99093;-8.88178e-16;9.4739e-16;7.8125e-05;140;133
0.658672;5.98768;5.98768;-8.88178e-16;9.4739e-16;7.8125e-05;140;133
0.65875;5.98442;5.98442;-8.88178e-16;9.4739e-16;7.8125e-05;140;133
0.658828;5.98115;5.98115;-8.88178e-16;9.4739e-16;7.8125e-05;140;133
0.658906;5.97788;5.97788;0;0;7.8125e-05;140;134
0.658984;5.9746;5.9746;-8.88178e-16;9.4739e-16;7.8125e-05;141;134
0.659062;5.97131;5.97131;-8.88178e-16;9.4739e-16;7.8125e-05;141;134
0.659141;5.96802;5.96802;-8.88178e-16;9.4739e-16;7.8125e-05;141;134
0.659219;5.96473;5.96473;0;0;7.8125e-05;141;135
0.659297;5.96143;5.96143;0;0;7.8125e-05;142;136
0.659375;5.95812;5.95812;0;0;7.8125e-05;143;137
0.659531;5.95149;5.95149;-1.42109e-14;1.51582e-14;0.00015625;143;137
0.659687;5.94484;5.94484;-1.42109e-14;1.51582e-14;0.00015625;143;137
0.659844;5.93817;5.93817;-1.33227e-14;1.42109e-14;0.00015625;143;137
0.66;5.93147;5.93147;-1.33227e-14;1.42109e-14;0.00015625;143;137
0.660156;5.92476;5.92476;-1.33227e-14;1.42109e-14;0.00015625;143;137
0.660312;5.91802;5.91802;-1.33227e-14;1.42109e-14;0.00015625;143;137
0.660469;5.91127;5.91127;-1.24345e-14;1.32635e-14;0.00015625;143;137
0.660625;5.90449;5.90449;-1.15463e-14;1.23161e-14;0.00015625;143;137
0.660781;5.8977;5.8977;-1.24345e-14;1.32635e-14;0.00015625;143;137
0.660937;5.89089;5.89089;-1.15463e-14;1.23161e-14;0.00015625;143;137
0.661094;5.88406;5.88406;-1.06581e-14;1.13687e-14;0.00015625;143;137
0.66125;5.87721;5.87721;-1.06581e-14;1.13687e-14;0.00015625;143;137
0.661406;5.87035;5.87035;-9.76996e-15;1.04213e-14;0.00015625;143;137
0.661562;5.86346;5.86346;-1.06581e-14;1.13687e-14;0.00015625;143;137
0.661719;5.85656;5.85656;-9.76996e-15;1.04213e-14;0.00015625;143;137
0.661875;5.84965;5.84965;-9.76996e-15;1.04213e-14;0.00015625;143;137
0.662031;5.84272;5.84272;-8.88178e-15;9.4739e-15;0.00015625;143;137
0.662187;5.83577;5.83577;-8.88178e-15;9.4739e-15;0.00015625;143;137
0.662344;5.8288;5.8288;-8.88178e-15;9.4739e-15;0.00015625;143;137
0.6625;5.82182;5.82182;-8.88178e-15;9.4739e-15;0.00015625;143;137
0.662656;5.81483;5.81483;-8.88178e-15;9.4739e-15;0.00015625;143;137
0.662812;5.80782;5.80782;-7.99361e-15;8.52651e-15;0.00015625;143;137
0.662969;5.8008;5.8008;-7.10543e-15;7.57912e-15;0.00015625;143;137
0.663125;5.79376;5.79376;-7.10543e-15;7.57912e-15;0.00015625;143;137
0.663281;5.78671;5.78671;-6.21725e-15;6.63173e-15;0.00015625;143;137
0.663437;5.77965;5.77965;-7.10543e-15;7.57912e-15;0.00015625;143;137
0.663594;5.77257;5.77257;-7.10543e-15;7.57912e-15;0.00015625;143;137
0.66375;5.76548;5.76548;-6.21725e-15;6.63173e-15;0.00015625;143;137
0.663906;5.75838;5.75838;-6.21725e-15;6.63173e-15;0.00015625;143;137
0.664062;5.75127;5.75127;-5.32907e-15;5.68434e-15;0.00015625;143;137
0.664219;5.74414;5.74414;-5.32907e-15;5.68434e-15;0.00015625;143;137
0.664375;5.737;5.737;-5.32907e-15;5.68434e-15;0.00015625;143;137
0.664531;5.72986;5.72986;-5.32907e-15;5.68434e-15;0.00015625;143;137
0.664687;5.7227;5.7227;-4.44089e-15;4.73695e-15;0.00015625;143;137
0.664844;5.71553;5.71553;-4.44089e-15;4.73695e-15;0.00015625;143;137
0.665;5.70835;5.70835;-4.44089e-15;4.73695e-15;0.00015625;143;137
0.665156;5.70116;5.70116;-3.55271e-15;3.78956e-15;0.00015625;143;137
0.665312;5.69396;5.69396;-3.55271e-15;3.78956e-15;0.00015625;143;137
0.665469;5.68676;5.68676;-4.44089e-15;4.73695e-15;0.00015625;143;137
0.665625;5.67954;5.67954;-2.66454e-15;2.84217e-15;0.00015625;143;137
0.665781;5.67231;5.67231;-2.66454e-15;2.84217e-15;0.00015625;143;137
0.665937;5.66508;5.66508;-2.66454e-15;2.84217e-15;0.00015625;143;137
0.666094;5.65784;5.65784;-1.77636e-15;1.89478e-15;0.00015625;143;137
0.66625;5.65059;5.65059;-2.66454e-15;2.84217e-15;0.00015625;143;137
0.666406;5.64333;5.64333;-1.77636e-15;1.89478e-15;0.00015625;143;137
0.666562;5.63607;5.63607;-1.77636e-15;1.89478e-15;0.00015625;143;137
0.666719;5.6288;5.6288;-8.88178e-16;9.4739e-16;0.00015625;143;137
0.666875;5.62152;5.62152;-8.88178e-16;9.4739e-16;0.00015625;143;137
0.667031;5.61423;5.61423;-8.88178e-16;9.4739e-16;0.00015625;143;137
0.667187;5.60694;5.60694;-8.88178e-16;9.4739e-16;0.00015625;143;137
0.667344;5.59964;5.59964;-8.88178e-16;9.4739e-16;0.00015625;143;137
0.6675;5.59234;5.59234;-8.88178e-16;9.4739e-16;0.00015625;143;137
0.667656;5.58503;5.58503;8.88178e-16;9.4739e-16;0.00015625;143;137
0.667812;5.57772;5.57772;0;0;0.00015625;143;138
0.668125;5.56308;5.56308;1.24345e-14;1.32635e-14;0.0003125;143;138
0.668281;5.55575;5.55575;8.88178e-16;9.4739e-16;0.00015625;144;138
0.668437;5.54842;5.54842;1.77636e-15;1.89478e-15;0.00015625;144;138
0.668594;5.54109;5.54109;1.77636e-15;1.89478e-15;0.00015625;144;138
0.66875;5.53375;5.53375;1.77636e-15;1.89478e-15;0.00015625;144;138
0.668906;5.52641;5.52641;8.88178e-16;9.4739e-16;0.00015625;144;138
0.669062;5.51906;5.51906;8.88178e-16;9.4739e-16;0.00015625;144;138
0.669219;5.51171;5.51171;1.77636e-15;1.89478e-15;0.00015625;144;138
0.669375;5.50436;5.50436;2.66454e-15;2.84217e-15;0.00015625;144;138
0.669531;5.49701;5.49701;1.77636e-15;1.89478e-15;0.00015625;144;138
0.669687;5.48965;5.48965;2.66454e-15;2.84217e-15;0.00015625;144;138
0.669844;5.4823;5.4823;2.66454e-15;2.84217e-15;0.00015625;144;138
0.67;5.47494;5.47494;2.66454e-15;2.84217e-15;0.00015625;144;138
0.670156;5.46758;5.46758;3.55271e-15;3.78956e-15;0.00015625;144;138
0.670312;5.46021;5.46021;3.55271e-15;3.78956e-15;0.00015625;144;138
0.670469;5.45285;5.45285;4.44089e-15;4.73695e-15;0.00015625;144;138
0.670625;5.44549;5.44549;3.55271e-15;3.78956e-15;0.00015625;144;138
0.670781;5.43812;5.43812;3.55271e-15;3.78956e-15;0.00015625;144;138
0.670937;5.43076;5.43076;4.44089e-15;4.73695e-15;0.00015625;144;138
0.671094;5.42339;5.42339;4.44089e-15;4.73695e-15;0.00015625;144;138
0.67125;5.41603;5.41603;4.44089e-15;4.73695e-15;0.00015625;144;138
0.671406;5.40866;5.40866;3.55271e-15;3.78956e-15;0.00015625;144;138
0.671562;5.4013;5.4013;4.44089e-15;4.73695e-15;0.00015625;144;138
0.671719;5.39393;5.39393;5.32907e-15;5.68434e-15;0.00015625;144;138
0.671875;5.38657;5.38657;5.32907e-15;5.68434e-15;0.00015625;144;138
0.672031;5.3792;5.3792;4.44089e-15;4.73695e-15;0.00015625;144;138
0.672187;5.37184;5.37184;5.32907e-15;5.68434e-15;0.00015625;144;138
0.672344;5.36448;5.36448;5.32907e-15;5.68434e-15;0.00015625;144;138
0.6725;5.35712;5.35712;5.32907e-15;5.68434e-15;0.00015625;144;138
0.672656;5.34977;5.34977;5.32907e-15;5.68434e-15;0.00015625;144;138
0.672812;5.34241;5.34241;6.21725e-15;6.63173e-15;0.00015625;144;138
0.672969;5.33506;5.33506;5.32907e-15;5.68434e-15;0.00015625;144;138
0.673125;5.32771;5.32771;5.32907e-15;5.68434e-15;0.00015625;144;138
0.673281;5.32036;5.32036;6.21725e-15;6.63173e-15;0.00015625;144;138
0.673437;5.31301;5.31301;6.21725e-15;6.63173e-15;0.00015625;144;138
0.673594;5.30567;5.30567;5.32907e-15;5.68434e-15;0.00015625;144;138
0.67375;5.29833;5.29833;7.10543e-15;7.57912e-15;0.00015625;144;138
0.673906;5.29099;5.29099;6.21725e-15;6.63173e-15;0.00015625;144;138
0.674062;5.28366;5.28366;6.21725e-15;6.63173e-15;0.00015625;144;138
0.674219;5.27633;5.27633;7.10543e-15;7.57912e-15;0.00015625;144;138
0.674375;5.269;5.269;6.21725e-15;6.63173e-15;0.00015625;144;138
0.674531;5.26168;5.26168;7.10543e-15;7.57912e-15;0.00015625;144;138
0.674687;5.25436;5.25436;7.10543e-15;7.57912e-15;0.00015625;144;138
0.674844;5.24705;5.24705;7.10543e-15;7.57912e-15;0.00015625;144;138
0.675;5.23974;5.23974;7.99361e-15;8.52651e-15;0.00015625;144;138
0.675156;5.23243;5.23243;7.10543e-15;7.57912e-15;0.00015625;144;138
0.675312;5.22513;5.22513;7.99361e-15;8.52651e-15;0.00015625;144;138
0.675469;5.21784;5.21784;7.99361e-15;8.52651e-15;0.00015625;144;138
0.675625;5.21054;5.21054;7.99361e-15;8.52651e-15;0.00015625;144;138
0.675781;5.20326;5.20326;7.10543e-15;7.57912e-15;0.00015625;144;138
0.675937;5.19598;5.19598;7.99361e-15;8.52651e-15;0.00015625;144;138
0.676094;5.1887;5.1887;7.99361e-15;8.52651e-15;0.00015625;144;138
0.67625;5.18143;5.18143;7.99361e-15;8.52651e-15;0.00015625;144;138
0.676406;5.17417;5.17417;7.99361e-15;8.52651e-15;0.00015625;144;138
0.676562;5.16691;5.16691;7.99361e-15;8.52651e-15;0.00015625;144;138
0.676719;5.15965;5.15965;8.88178e-15;9.4739e-15;0.00015625;144;138
0.676875;5.15241;5.15241;8.88178e-15;9.4739e-15;0.00015625;144;138
0.677031;5.14517;5.14517;8.88178e-15;9.4739e-15;0.00015625;144;138
0.677187;5.13793;5.13793;8.88178e-15;9.4739e-15;0.00015625;144;138
0.677344;5.1307;5.1307;8.88178e-15;9.4739e-15;0.00015625;144;138
0.6775;5.12348;5.12348;7.99361e-15;8.52651e-15;0.00015625;144;138
0.677656;5.11627;5.11627;8.88178e-15;9.4739e-15;0.00015625;144;138
0.677812;5.10906;5.10906;7.99361e-15;8.52651e-15;0.00015625;144;138
0.677969;5.10186;5.10186;8.88178e-15;9.4739e-15;0.00015625;144;138
0.678125;5.09466;5.09466;7.99361e-15;8.52651e-15;0.00015625;144;138
0.678281;5.08748;5.08748;8.88178e-15;9.4739e-15;0.00015625;144;138
0.678437;5.0803;5.0803;8.88178e-15;9.4739e-15;0.00015625;144;138
0.678594;5.07312;5.07312;8.88178e-15;9.4739e-15;0.00015625;144;138
0.67875;5.06596;5.06596;7.99361e-15;8.52651e-15;0.00015625;144;138
0.678906;5.0588;5.0588;8.88178e-15;9.4739e-15;0.00015625;144;138
0.679062;5.05165;5.05165;9.76996e-15;1.04213e-14;0.00015625;144;138
0.679219;5.04451;5.04451;7.99361e-15;8.52651e-15;0.00015625;144;138
0.679375;5.03738;5.03738;8.88178e-15;9.4739e-15;0.00015625;144;138
0.679531;5.03025;5.03025;9.76996e-15;1.04213e-14;0.00015625;144;138
0.679687;5.02313;5.02313;9.76996e-15;1.04213e-14;0.00015625;144;138
0.679844;5.01602;5.01602;9.76996e-15;1.04213e-14;0.00015625;144;138
0.68;5.00892;5.00892;9.76996e-15;1.04213e-14;0.00015625;144;138
0.680156;5.00183;5.00183;9.76996e-15;1.04213e-14;0.00015625;144;138
0.680312;4.99474;4.99474;9.76996e-15;1.04213e-14;0.00015625;144;138
0.680469;4.98767;4.98767;8.88178e-15;9.4739e-15;0.00015625;144;138
0.680625;4.9806;4.9806;8.88178e-15;9.4739e-15;0.00015625;144;138
0.680781;4.97354;4.97354;9.76996e-15;1.04213e-14;0.00015625;144;138
0.680937;4.9665;4.9665;9.76996e-15;1.04213e-14;0.00015625;144;138
0.681094;4.95946;4.95946;9.76996e-15;1.04213e-14;0.00015625;144;138
0.68125;4.95242;4.95242;9.76996e-15;1.04213e-14;0.00015625;144;138
0.681406;4.9454;4.9454;9.76996e-15;1.04213e-14;0.00015625;144;138
0.681562;4.93839;4.93839;9.76996e-15;1.04213e-14;0.00015625;144;138
0.681719;4.93139;4.93139;9.76996e-15;1.04213e-14;0.00015625;144;138
0.681875;4.92439;4.92439;9.76996e-15;1.04213e-14;0.00015625;144;138
0.682031;4.91741;4.91741;9.76996e-15;1.04213e-14;0.00015625;144;138
0.682187;4.91043;4.91043;9.76996e-15;1.04213e-14;0.00015625;144;138
0.682344;4.90347;4.90347;9.76996e-15;1.04213e-14;0.00015625;144;138
0.6825;4.89651;4.89651;9.76996e-15;1.04213e-14;0.00015625;144;138
0.682656;4.88957;4.88957;9.76996e-15;1.04213e-14;0.00015625;144;138
0.682812;4.88263;4.88263;8.88178e-15;9.4739e-15;0.00015625;144;138
0.682969;4.87571;4.87571;9.76996e-15;1.04213e-14;0.00015625;144;138
0.683125;4.86879;4.86879;9.76996e-15;1.04213e-14;0.00015625;144;138
0.683281;4.86189;4.86189;9.76996e-15;1.04213e-14;0.00015625;144;138
0.683437;4.85499;4.85499;9.76996e-15;1.04213e-14;0.00015625;144;138
0.683594;4.84811;4.84811;9.76996e-15;1.04213e-14;0.00015625;144;138
0.68375;4.84123;4.84123;9.76996e-15;1.04213e-14;0.00015625;144;138
0.683906;4.83437;4.83437;9.76996e-15;1.04213e-14;0.00015625;144;138
0.684062;4.82752;4.82752;9.76996e-15;1.04213e-14;0.00015625;144;138
0.684219;4.82067;4.82067;9.76996e-15;1.04213e-14;0.00015625;144;138
0.684375;4.81384;4.81384;9.76996e-15;1.04213e-14;0.00015625;144;138
0.684531;4.80702;4.80702;9.76996e-15;1.04213e-14;0.00015625;144;138
0.684687;4.80021;4.80021;9.76996e-15;1.04213e-14;0.00015625;144;138
0.684844;4.79341;4.79341;8.88178e-15;9.4739e-15;0.00015625;144;138
0.685;4.78662;4.78662;9.76996e-15;1.04213e-14;0.00015625;144;138
0.685156;4.77984;4.77984;9.76996e-15;1.04213e-14;0.00015625;144;138
0.685312;4.77307;4.77307;9.76996e-15;1.04213e-14;0.00015625;144;138
0.685469;4.76632;4.76632;9.76996e-15;1.04213e-14;0.00015625;144;138
0.685625;4.75957;4.75957;9.76996e-15;1.04213e-14;0.00015625;144;138
0.685781;4.75284;4.75284;9.76996e-15;1.04213e-14;0.00015625;144;138
0.685937;4.74611;4.74611;9.76996e-15;1.04213e-14;0.00015625;144;138
0.686094;4.7394;4.7394;8.88178e-15;9.4739e-15;0.00015625;144;138
0.68625;4.7327;4.7327;9.76996e-15;1.04213e-14;0.00015625;144;138
0.686406;4.72601;4.72601;9.76996e-15;1.04213e-14;0.00015625;144;138
0.686562;4.71933;4.71933;8.88178e-15;9.4739e-15;0.00015625;144;138
0.686719;4.71266;4.71266;9.76996e-15;1.04213e-14;0.00015625;144;138
0.686875;4.70601;4.70601;9.76996e-15;1.04213e-14;0.00015625;144;138
0.687031;4.69936;4.69936;9.76996e-15;1.04213e-14;0.00015625;144;138
0.687187;4.69273;4.69273;9.76996e-15;1.04213e-14;0.00015625;144;138
0.687344;4.68611;4.68611;8.88178e-15;9.4739e-15;0.00015625;144;138
0.6875;4.6795;4.6795;8.88178e-15;9.4739e-15;0.00015625;144;138
0.687656;4.6729;4.6729;9.76996e-15;1.04213e-14;0.00015625;144;138
0.687812;4.66632;4.66632;8.88178e-15;9.4739e-15;0.00015625;144;138
0.687969;4.65974;4.65974;9.76996e-15;1.04213e-14;0.00015625;144;138
0.688125;4.65318;4.65318;8.88178e-15;9.4739e-15;0.00015625;144;138
0.688281;4.64663;4.64663;8.88178e-15;9.4739e-15;0.00015625;144;138
0.688437;4.64009;4.64009;8.88178e-15;9.4739e-15;0.00015625;144;138
0.688594;4.63356;4.63356;9.76996e-15;1.04213e-14;0.00015625;144;138
0.68875;4.62705;4.62705;9.76996e-15;1.04213e-14;0.00015625;144;138
0.688906;4.62055;4.62055;8.88178e-15;9.4739e-15;0.00015625;144;138
0.689062;4.61405;4.61405;8.88178e-15;9.4739e-15;0.00015625;144;138
0.689219;4.60757;4.60757;8.88178e-15;9.4739e-15;0.00015625;144;138
0.689375;4.60111;4.60111;9.76996e-15;1.04213e-14;0.00015625;144;138
0.689531;4.59465;4.59465;8.88178e-15;9.4739e-15;0.00015625;144;138
0.689687;4.58821;4.58821;8.88178e-15;9.4739e-15;0.00015625;144;138
0.689844;4.58178;4.58178;9.76996e-15;1.04213e-14;0.00015625;144;138
0.69;4.57536;4.57536;9.76996e-15;1.04213e-14;0.00015625;144;138
